source,translation
Sync completed with errors,ការធ្វើសមកាលកម្មបានបញ្ចប់ជាមួយកំហុស
Sync complete,ការធ្វើសមកាលកម្មបានបញ្ចប់
Sync interval,ចន្លោះពេលធ្វើសមកាលកម្ម
Sync mode,របៀបធ្វើសមកាលកម្ម
Synced to ERPNext,បានធ្វើសមកាលកម្មទៅ ERPNext
Syncing entries to ERPNext…,កំពុងធ្វើសមកាលកម្មការបញ្ចូលទៅ ERPNext…
{0} day(s) synced.,{0} ថ្ងៃបានធ្វើសមកាលកម្ម។
Tag,ស្លាក
Tag management,ការគ្រប់គ្រងស្លាក
Tag Name,ឈ្មោះស្លាក
Tag renamed. {0} entries updated.,ស្លាកត្រូវបានប្ដូរឈ្មោះ។ ការបញ្ចូល {0} ត្រូវបានធ្វើបច្ចុប្បន្នភាព។
Tags,ស្លាក
Tags merged. {0} entries re-tagged.,ស្លាកត្រូវបានបញ្ចូលគ្នា។ ការបញ្ចូល {0} ត្រូវបានដាក់ស្លាកឡើងវិញ។
Task,កិច្ចការ
Test connection,សាកល្បងការតភ្ជាប់
Test Connection,សាកល្បងការតភ្ជាប់
This entry is locked,ការបញ្ចូលនេះត្រូវបានចាក់សោ
This month,ខែនេះ
This week,សប្តាហ៍នេះ
Thu,ព្រហស្បតិ៍
Time Bridge,ស្ពានពេលវេលា
Time Entries,ការបញ្ចូលពេលវេលា
Timer already running,កម្មវិធីកំណត់ពេលកំពុងដំណើរការរួចហើយ
Timer is already running,កម្មវិធីកំណត់ពេលកំពុងដំណើរការរួចហើយ
Timer is not paused,កម្មវិធីកំណត់ពេលមិនត្រូវបានផ្អាក
Timer is not running,កម្មវិធីកំណត់ពេលមិនកំពុងដំណើរការ
To,ដល់
Today,ថ្ងៃនេះ
Total,សរុប
Total billable,សរុបអាចវិក្កយបត្រ
Tue,អង្គារ
Unknown error,កំហុសមិនស្គាល់
Unassigned,មិនបានកំណត់
(untagged project),(គម្រោងគ្មានស្លាក)
View entry →,មើលការបញ្ចូល →
Warning: This entry is more than 7 days old.,ការព្រមាន: ការបញ្ចូលនេះចាស់ជាង ៧ ថ្ងៃ។
Wed,ពុធ
Week {0},សប្តាហ៍ {0}
What are you working on?,អ្នកកំពុងធ្វើការលើអ្វី?
What did you work on?,អ្នកបានធ្វើការលើអ្វី?
Work Days,ថ្ងៃធ្វើការ
Yesterday,ម្សិលមិញ
draft,ព្រាង
entries this month,ការបញ្ចូលខែនេះ
no entries,គ្មានការបញ្ចូល
no entries yet,មិនទាន់មានការបញ្ចូល
sent,បានផ្ញើ
+{0} more,+{0} ទៀត
← from {0},← ពី {0}
[Auto-stopped after {0}h],[បានបញ្ឈប់ដោយស្វ័យប្រវត្តិបន្ទាប់ពី {0} ម៉ោង]
Entry Type,ប្រភេទការបញ្ចូល
Fri,សុក្រ
Keyboard Shortcuts,ផ្លូវកាត់ក្ដារចុច
Start / Pause / Resume timer,ចាប់ផ្ដើម / ផ្អាក / បន្តកម្មវិធីកំណត់ពេល
Stop timer,បញ្ឈប់កម្មវិធីកំណត់ពេល
New entry (focus quick-add bar),ការបញ្ចូលថ្មី (ផ្ដោតលើរបារបន្ថែមរហ័ស)
Previous / next day or week,ថ្ងៃ ឬសប្តាហ៍មុន / បន្ទាប់
Show / hide this overlay,បង្ហាញ / លាក់ការត្រួតគ្នានេះ
Press H or Esc to close,ចុច H ឬ Esc ដើម្បីបិទ
Close,បិទ
Timer,កម្មវិធីកំណត់ពេល
Entries,ការបញ្ចូល
This week at a glance,សប្តាហ៍នេះក្នុងមួយភ្លែត
Time by tag,ពេលវេលាតាមស្លាក
Hours per day,ម៉ោងក្នុងមួយថ្ងៃ
No entries this week,គ្មានការបញ្ចូលសប្តាហ៍នេះ
No entries,គ្មានការបញ្ចូល
Untagged,គ្មានស្លាក
Monthly Budget (h),ថវិកាប្រចាំខែ (ម៉)
Warn at (%),ព្រមាន (%)
0 = no limit,០ = គ្មានដែនកំណត់
0 = site default,០ = លំនាំដើមគេហទំព័រ
Approaching limit,ជិតដល់ដែនកំណត់
Budget exceeded,ថវិកាលើស
budget used this month,ថវិកាប្រើប្រាស់ខែនេះ
used this month,បានប្រើប្រាស់ខែនេះ
of,នៃ
Focus,ផ្ដោត
Start Focus,ចាប់ផ្ដើមផ្ដោត
End focus,បញ្ចប់ការផ្ដោត
Skip break,រំលងពេលសម្រាក
Break over,ពេលសម្រាកបានបញ្ចប់
Time to focus!,ពេលវេលាផ្ដោត!
Session complete,វគ្គបានបញ្ចប់
Focus complete!,ការផ្ដោតបានបញ្ចប់!
All sessions done. Great work!,វគ្គទាំងអស់បានបញ្ចប់។ ការងារអស្ចារ្យ!
sessions done. Great work!,វគ្គបានបញ្ចប់។ ការងារអស្ចារ្យ!
Start new,ចាប់ផ្ដើមថ្មី
Work in focused sessions with timed breaks.,ធ្វើការក្នុងវគ្គផ្ដោតជាមួយពេលសម្រាកមានកំណត់។
Session,វគ្គ
Break,ពេលសម្រាក
Work (min),ការងារ (នាទី)
Break (min),ពេលសម្រាក (នាទី)
Sessions,វគ្គ
No break is active,គ្មានពេលសម្រាកកំពុងដំណើរការ
No focus session is running,គ្មានវគ្គផ្ដោតកំពុងដំណើរការ
Context,បរិបទ
Contact,ទំនាក់ទំនង
Context Type,ប្រភេទបរិបទ
For whom?,សម្រាប់នរណា?
Working on?,កំពុងធ្វើការលើអ្វី?
Search contacts...,ស្វែងរកទំនាក់ទំនង...
Select type...,ជ្រើសរើសប្រភេទ...
All contacts,ទំនាក់ទំនងទាំងអស់
All projects,គម្រោងទាំងអស់
(no contact),(គ្មានទំនាក់ទំនង)
(no project),(គ្មានគម្រោង)
(no task),(គ្មានកិច្ចការ)
Filter by:,ត្រង:
Time by contact,ពេលវេលាតាមទំនាក់ទំនង
Time by context,ពេលវេលាតាមបរិបទ
Time by task,ពេលវេលាតាមកិច្ចការ
Contact hours summary,សង្ខេបម៉ោងទំនាក់ទំនង
