source,translation
"budget used this month","anggaran digunakan bulan ini"
"used this month","digunakan bulan ini"
of,dari
Focus,Fokus
"Start Focus","Mulai Fokus"
"End focus","Akhiri fokus"
"Skip break","Lewati istirahat"
"Break over","Istirahat selesai"
"Time to focus!","Waktunya fokus!"
"Session complete","Sesi selesai"
"Focus complete!","Fokus selesai!"
"All sessions done. Great work!","Semua sesi selesai. Kerja bagus!"
"sessions done. Great work!","sesi selesai. Kerja bagus!"
"Start new","Mulai baru"
"Work in focused sessions with timed breaks.","Bekerja dalam sesi fokus dengan istirahat berjangka."
Session,Sesi
Break,Istirahat
"Work (min)","Kerja (menit)"
"Break (min)","Istirahat (menit)"
Sessions,Sesi
"No break is active","Tidak ada istirahat aktif"
"No focus session is running","Tidak ada sesi fokus yang berjalan"
Context,Konteks
Contact,Kontak
"Context Type","Jenis Konteks"
"For whom?","Untuk siapa?"
"Working on?","Sedang mengerjakan?"
"Search contacts...","Cari kontak..."
"Select type...","Pilih jenis..."
"All contacts","Semua kontak"
"All projects","Semua proyek"
"(no contact)","(tanpa kontak)"
"(no project)","(tanpa proyek)"
"(no task)","(tanpa tugas)"
"Filter by:","Filter:"
"Time by contact","Waktu per kontak"
"Time by context","Waktu per konteks"
"Time by task","Waktu per tugas"
"Contact hours summary","Ringkasan jam kontak"
